incidentType,state,county,incidentCount,FEMA$
Severe Storm(s),Texas,Hunt,13,57990.731538461536
Severe Storm(s),Texas,Jack,1,667173.61
Severe Storm(s),Texas,Jasper,3,207974.48666666666
Severe Storm(s),Texas,Jim Hogg,2,42288.51
Severe Storm(s),Texas,Jim Wells,4,288856.505
Severe Storm(s),Texas,Johnson,4,135272.3225
Severe Storm(s),Texas,Jones,5,464162.302
Severe Storm(s),Texas,Kaufman,11,172504.95545454544
Severe Storm(s),Texas,Kendall,2,140220.915
Severe Storm(s),Texas,Kimble,3,26339.416666666668
Severe Storm(s),Texas,Kinney,3,85809.40333333334
Severe Storm(s),Texas,Lamar,5,555612.0760000001
Severe Storm(s),Texas,Lamb,7,103681.22714285715
Severe Storm(s),Texas,Lampasas,2,132927.2
Severe Storm(s),Texas,Lee,2,83047.76
Severe Storm(s),Texas,Leon,6,163280.99666666667
Severe Storm(s),Texas,Liberty,8,353831.7875
Severe Storm(s),Texas,Llano,7,32671.664285714283
Severe Storm(s),Texas,Lubbock,10,238469.49300000002
Severe Storm(s),Texas,Lynn,1,138789.57
Severe Storm(s),Texas,Madison,5,144252.744
Severe Storm(s),Texas,Mason,1,112487.29
Severe Storm(s),Texas,Maverick,3,91383.26333333335
Severe Storm(s),Texas,McCulloch,1,887256.34
Severe Storm(s),Texas,McLennan,6,356232.845
Severe Storm(s),Texas,Medina,4,334661.4675
Severe Storm(s),Texas,Menard,1,214480.85
Severe Storm(s),Texas,Milam,8,145551.81375
Severe Storm(s),Texas,Mills,1,1700289.17
Severe Storm(s),Texas,Montague,9,1618391.677777778
Severe Storm(s),Texas,Nacogdoches,1,1180847.34
Severe Storm(s),Texas,Navarro,19,277065.37052631576
Severe Storm(s),Texas,Newton,3,111648.25333333334
Severe Storm(s),Texas,Nueces,6,394075.2733333334
Severe Storm(s),Texas,Orange,1,295279.37
Severe Storm(s),Texas,Palo Pinto,2,85541.98999999999
Severe Storm(s),Texas,Parker,7,224509.36857142858
Severe Storm(s),Texas,Parmer,4,241850.48500000002
Severe Storm(s),Texas,Polk,1,184248.38
Severe Storm(s),Texas,Rains,3,40368.363333333335
Severe Storm(s),Texas,Real,5,184780.724
Severe Storm(s),Texas,Red River,4,179039.9825
Severe Storm(s),Texas,Refugio,5,19472.4
Severe Storm(s),Texas,Robertson,3,96867.31
Severe Storm(s),Texas,Runnels,3,126691.70333333335
Severe Storm(s),Texas,Rusk,2,155007.66999999998
Severe Storm(s),Texas,Sabine,1,173043.95
Severe Storm(s),Texas,San Jacinto,2,664005.4249999999
Severe Storm(s),Texas,San Saba,1,828749.85
Severe Storm(s),Texas,Shackelford,3,186330.08333333334
Severe Storm(s),Texas,Shelby,2,808189.295
Severe Storm(s),Texas,Smith,6,340206.8233333333
Severe Storm(s),Texas,Somervell,3,55072.246666666666
Severe Storm(s),Texas,Starr,11,294194.42636363633
Severe Storm(s),Texas,Stephens,2,191168.2
Severe Storm(s),Texas,Tarrant,20,217615.833
Severe Storm(s),Texas,Taylor,1,108499.85
Severe Storm(s),Texas,Terry,5,83453.7
Severe Storm(s),Texas,Throckmorton,2,144841.375
Severe Storm(s),Texas,Titus,2,169629.605
Severe Storm(s),Texas,Travis,12,1910435.0875000001
Severe Storm(s),Texas,Trinity,5,97351.588
Severe Storm(s),Texas,Tyler,3,122384.01000000001
Severe Storm(s),Texas,Upshur,3,41445.81
Severe Storm(s),Texas,Uvalde,7,217531.7157142857
Severe Storm(s),Texas,Val Verde,9,241153.95333333334
Severe Storm(s),Texas,Van Zandt,9,726962.9455555555
Severe Storm(s),Texas,Victoria,5,197716.00199999998
Severe Storm(s),Texas,Walker,5,757093.392
Severe Storm(s),Texas,Waller,2,154228.685
Severe Storm(s),Texas,Washington,1,327749.69
Severe Storm(s),Texas,Webb,8,236732.82875000002
Severe Storm(s),Texas,Wharton,2,906255.1399999999
Severe Storm(s),Texas,Wichita,6,396028.0533333333
Severe Storm(s),Texas,Wilbarger,2,64240.3
Severe Storm(s),Texas,Willacy,8,112380.66374999998
Severe Storm(s),Texas,Williamson,11,143391.64727272725
Severe Storm(s),Texas,Wilson,3,372352.4466666667
Severe Storm(s),Texas,Wise,7,240935.10142857142
Severe Storm(s),Texas,Young,1,804337.04
Severe Storm(s),Texas,Zavala,5,488122.78199999995
Severe Storm(s),Utah,Davis,13,168653.0576923077
Severe Storm(s),Utah,Kane,2,14456.835000000001
Severe Storm(s),Utah,Washington,12,535300.5958333333
Severe Storm(s),Vermont,Addison,65,87717.90876923078
Severe Storm(s),Vermont,Bennington,31,24608.751935483873
Severe Storm(s),Vermont,Caledonia,60,90673.59483333332
Severe Storm(s),Vermont,Chittenden,59,89227.8586440678
Severe Storm(s),Vermont,Essex,33,72018.2612121212
Severe Storm(s),Vermont,Franklin,37,59445.482162162174
Severe Storm(s),Vermont,Grand Isle,7,107866.56857142858
Severe Storm(s),Vermont,Lamoille,61,80015.5144262295
Severe Storm(s),Vermont,Orange,54,114006.16111111108
Severe Storm(s),Vermont,Orleans,55,51123.416909090905
Severe Storm(s),Vermont,Rutland,68,37624.68220588234
Severe Storm(s),Vermont,Washington,71,142541.08887323944
Severe Storm(s),Vermont,Windham,62,82838.96177419354
Severe Storm(s),Vermont,Windsor,50,117801.76320000002
Severe Storm(s),Virginia,Accomack,8,6133.1425
Severe Storm(s),Virginia,Albemarle,5,46395.452000000005
Severe Storm(s),Virginia,Alexandria (city),6,464752.47833333333
Severe Storm(s),Virginia,Alleghany,5,52843.238
Severe Storm(s),Virginia,Amherst,2,15725.2
Severe Storm(s),Virginia,Arlington,6,527163.5433333333
Severe Storm(s),Virginia,Augusta,3,28979.266666666666
Severe Storm(s),Virginia,Bath,8,10579.143750000001
Severe Storm(s),Virginia,Bedford,1,1161.67
Severe Storm(s),Virginia,Bedford (city),1,115964.53
Severe Storm(s),Virginia,Botetourt,3,26190.923333333336
Severe Storm(s),Virginia,Brunswick,1,837.73
Severe Storm(s),Virginia,Buchanan,8,496564.82125
Severe Storm(s),Virginia,Buckingham,1,1597.15
Severe Storm(s),Virginia,Buena Vista (city),1,27605.3
Severe Storm(s),Virginia,Campbell,2,750.06
Severe Storm(s),Virginia,Caroline,1,3069.84
Severe Storm(s),Virginia,Carroll,4,5165.8724999999995
Severe Storm(s),Virginia,Charlotte,1,1970.66
Severe Storm(s),Virginia,Charlottesville (city),1,40872.58
Severe Storm(s),Virginia,Chesapeake (city),1,567068.5
Severe Storm(s),Virginia,Chesterfield,2,1304069.695
Severe Storm(s),Virginia,Clarke,5,4926.474
Severe Storm(s),Virginia,Colonial Heights (city,2,85235.76
Severe Storm(s),Virginia,Covington (city),1,90122.5
Severe Storm(s),Virginia,Craig,3,4704.563333333333
Severe Storm(s),Virginia,Culpeper,2,24559.92
Severe Storm(s),Virginia,Danville (city),4,210772.97999999998
Severe Storm(s),Virginia,Dickenson,5,65954.126
Severe Storm(s),Virginia,Emporia (city),1,22234.8
Severe Storm(s),Virginia,Essex,1,3278.88
Severe Storm(s),Virginia,Fairfax,13,244698.71461538458
Severe Storm(s),Virginia,Fairfax (city),3,110250.09666666668
Severe Storm(s),Virginia,Falls Church (city),3,72966.24666666666
Severe Storm(s),Virginia,Fauquier,7,13967.938571428573
Severe Storm(s),Virginia,Franklin,3,12947.946666666665
Severe Storm(s),Virginia,Franklin (city),1,30001.99
Severe Storm(s),Virginia,Frederick,3,10894.663333333332
Severe Storm(s),Virginia,Fredericksburg (city),2,49245.955
Severe Storm(s),Virginia,Galax (city),1,39062.26
Severe Storm(s),Virginia,Giles,3,9863.503333333332
Severe Storm(s),Virginia,Gloucester,1,41882.15
Severe Storm(s),Virginia,Greene,3,6169.456666666666
Severe Storm(s),Virginia,Greensville,1,2336.87
Severe Storm(s),Virginia,Halifax,7,14317.111428571427
Severe Storm(s),Virginia,Hampton (city),1,473932.93
Severe Storm(s),Virginia,Hanover,1,446899.9
Severe Storm(s),Virginia,Harrisonburg (city),2,101570.25
Severe Storm(s),Virginia,Henrico,3,1287662.0766666667
Severe Storm(s),Virginia,Henry,1,348637.09
Severe Storm(s),Virginia,Highland,2,21628.695
Severe Storm(s),Virginia,Hopewell (city),1,39258.98
Severe Storm(s),Virginia,Isle of Wight,2,246397.915
Severe Storm(s),Virginia,James City,1,131192.7
Severe Storm(s),Virginia,King George,2,30092.170000000002
Severe Storm(s),Virginia,King William,1,2455.96
Severe Storm(s),Virginia,Lancaster,3,4891.95
Severe Storm(s),Virginia,Lee,5,25163.876
Severe Storm(s),Virginia,Lexington (city),1,184154.82
Severe Storm(s),Virginia,Loudoun,10,23897.795000000006
Severe Storm(s),Virginia,Louisa,1,5247.54
Severe Storm(s),Virginia,Lynchburg (city),2,933679.7849999999
Severe Storm(s),Virginia,Madison,1,2448.0
Severe Storm(s),Virginia,Manassas (city),2,70367.8
Severe Storm(s),Virginia,Manassas Park (city),2,27772.365
Severe Storm(s),Virginia,Martinsville (city),1,52634.3
Severe Storm(s),Virginia,Mathews,1,18136.63
Severe Storm(s),Virginia,Mecklenburg,4,6043.015
Severe Storm(s),Virginia,Middlesex,1,40500.22
Severe Storm(s),Virginia,Montgomery,6,40671.34
Severe Storm(s),Virginia,Nelson,1,5108.65
Severe Storm(s),Virginia,New Kent,1,32285.75
Severe Storm(s),Virginia,Newport News (city),6,173412.69
Severe Storm(s),Virginia,Norfolk (city),2,1129110.28
Severe Storm(s),Virginia,Northampton,7,15155.114285714286
Severe Storm(s),Virginia,Northumberland,2,26967.735
Severe Storm(s),Virginia,Norton (city),3,36037.64333333333
Severe Storm(s),Virginia,Nottoway,3,6830.6033333333335
Severe Storm(s),Virginia,Orange,5,4400.874
Severe Storm(s),Virginia,Page,6,7966.834999999999
Severe Storm(s),Virginia,Petersburg (city),1,106037.21
Severe Storm(s),Virginia,Pittsylvania,5,3568.6
Severe Storm(s),Virginia,Poquoson (city),2,167004.165
Severe Storm(s),Virginia,Portsmouth (city),1,434257.11
Severe Storm(s),Virginia,Prince Edward,1,5078.5
Severe Storm(s),Virginia,Prince William,8,31470.32875
Severe Storm(s),Virginia,Pulaski,2,19570.245000000003
Severe Storm(s),Virginia,Radford (city),1,86549.56
Severe Storm(s),Virginia,Richmond,2,11248.414999999999
Severe Storm(s),Virginia,Richmond (city),11,3852476.5009090905
Severe Storm(s),Virginia,Roanoke,2,132770.28
Severe Storm(s),Virginia,Roanoke (city),2,322505.515
Severe Storm(s),Virginia,Rockbridge,2,12336.79
Severe Storm(s),Virginia,Rockingham,13,127629.15692307694
Severe Storm(s),Virginia,Russell,4,107706.06999999999
Severe Storm(s),Virginia,Salem (city),2,114426.565
Severe Storm(s),Virginia,Scott,5,42260.21200000001
Severe Storm(s),Virginia,Shenandoah,6,9337.896666666667
Severe Storm(s),Virginia,Smyth,9,20331.245555555557
Severe Storm(s),Virginia,Southampton,1,3839.69
Severe Storm(s),Virginia,Spotsylvania,1,27723.29
Severe Storm(s),Virginia,Stafford,2,97408.025
Severe Storm(s),Virginia,Staunton (city),1,106642.76
Severe Storm(s),Virginia,Suffolk (city),1,58577.04
Severe Storm(s),Virginia,Surry,2,8182.225
Severe Storm(s),Virginia,Sussex,1,1513.56
Severe Storm(s),Virginia,Tazewell,15,27047.573333333337
Severe Storm(s),Virginia,Virginia Beach (city),3,636637.8033333333
Severe Storm(s),Virginia,Warren,6,14173.669999999998
Severe Storm(s),Virginia,Washington,2,6262.5
Severe Storm(s),Virginia,Westmoreland,8,27402.015
Severe Storm(s),Virginia,Williamsburg (city),1,14857.07
Severe Storm(s),Virginia,Winchester (city),2,333390.42000000004
Severe Storm(s),Virginia,Wise,18,30686.09888888889
Severe Storm(s),Virginia,Wythe,2,58423.95
Severe Storm(s),Virginia,York,3,216270.95666666667
Severe Storm(s),Washington,Adams,1,1220.18
Severe Storm(s),Washington,Benton,3,22531.36
Severe Storm(s),Washington,Chelan,12,122702.72500000002
Severe Storm(s),Washington,Clallam,38,105888.32236842105
Severe Storm(s),Washington,Clark,13,165261.35307692311
Severe Storm(s),Washington,Columbia,3,8570.806666666665
Severe Storm(s),Washington,Cowlitz,16,80301.69
Severe Storm(s),Washington,Ferry,8,195181.74374999997
Severe Storm(s),Washington,Franklin,4,14276.074999999999
Severe Storm(s),Washington,Garfield,1,4483.31
Severe Storm(s),Washington,Grant,5,271754.47199999995
Severe Storm(s),Washington,Grays Harbor,71,211260.0792957747
Severe Storm(s),Washington,Island,15,32320.131333333335
Severe Storm(s),Washington,Jefferson,18,211594.9011111111
Severe Storm(s),Washington,King,187,209612.0882887699
Severe Storm(s),Washington,Kitsap,27,112829.11148148148
Severe Storm(s),Washington,Kittitas,11,111526.68454545455
Severe Storm(s),Washington,Klickitat,9,238475.6811111111
Severe Storm(s),Washington,Lewis,62,416073.4430645161
Severe Storm(s),Washington,Lincoln,2,29851.175000000003
Severe Storm(s),Washington,Mason,38,186060.61026315787
Severe Storm(s),Washington,Okanogan,7,25674.002857142856
Severe Storm(s),Washington,Pacific,35,101109.86828571426
Severe Storm(s),Washington,Pend Oreille,13,59768.402307692304
Severe Storm(s),Washington,Pierce,119,180796.8203361344
Severe Storm(s),Washington,San Juan,1,136031.61
Severe Storm(s),Washington,Skagit,51,79048.92784313727
Severe Storm(s),Washington,Skamania,10,197979.579
Severe Storm(s),Washington,Snohomish,144,271566.6967361111
Severe Storm(s),Washington,Spokane,44,179616.07818181821
Severe Storm(s),Washington,Stevens,9,17840.003333333334
Severe Storm(s),Washington,Thurston,45,77822.53822222221
Severe Storm(s),Washington,Wahkiakum,18,41871.767222222225
Severe Storm(s),Washington,Walla Walla,9,23988.047777777778
Severe Storm(s),Washington,Whatcom,31,76761.3929032258
Severe Storm(s),Washington,Whitman,15,34733.54733333333
Severe Storm(s),Washington,Yakima,3,43918.20333333334
Severe Storm(s),WestVirginia,Barbour,15,16171.739333333333
Severe Storm(s),WestVirginia,Berkeley,10,22377.551000000003
Severe Storm(s),WestVirginia,Boone,33,33142.4103030303
Severe Storm(s),WestVirginia,Braxton,20,9396.2965
Severe Storm(s),WestVirginia,Brooke,28,36327.26714285714
Severe Storm(s),WestVirginia,Cabell,21,34037.85
Severe Storm(s),WestVirginia,Calhoun,10,10223.855
Severe Storm(s),WestVirginia,Clay,15,30613.697333333323
Severe Storm(s),WestVirginia,Doddridge,9,10635.691111111111
Severe Storm(s),WestVirginia,Fayette,66,34755.92181818182
Severe Storm(s),WestVirginia,Gilmer,11,7174.404545454545
Severe Storm(s),WestVirginia,Grant,15,3578.686666666667
Severe Storm(s),WestVirginia,Greenbrier,33,14523.39303030303
Severe Storm(s),WestVirginia,Hampshire,7,33288.58285714286
Severe Storm(s),WestVirginia,Hancock,20,47641.511
Severe Storm(s),WestVirginia,Hardy,8,28665.6975
Severe Storm(s),WestVirginia,Harrison,37,31177.33459459459
Severe Storm(s),WestVirginia,Jackson,24,8870.485833333332
Severe Storm(s),WestVirginia,Jefferson,18,8780.672777777778
Severe Storm(s),WestVirginia,Kanawha,59,116645.82593220341
Severe Storm(s),WestVirginia,Lewis,15,20279.870666666666
Severe Storm(s),WestVirginia,Lincoln,49,23876.954693877553
Severe Storm(s),WestVirginia,Logan,36,71816.04555555555
Severe Storm(s),WestVirginia,Marion,32,31014.574687500004
Severe Storm(s),WestVirginia,Marshall,57,89291.89508771928
Severe Storm(s),WestVirginia,Mason,23,6385.839999999999
Severe Storm(s),WestVirginia,McDowell,81,45262.65543209878
Severe Storm(s),WestVirginia,Mercer,33,16205.012121212118
Severe Storm(s),WestVirginia,Mineral,6,6584.286666666666
Severe Storm(s),WestVirginia,Mingo,57,194023.75087719294
Severe Storm(s),WestVirginia,Monongalia,17,15731.440588235293
Severe Storm(s),WestVirginia,Monroe,5,27583.583999999995
Severe Storm(s),WestVirginia,Morgan,7,16270.307142857144
Severe Storm(s),WestVirginia,Nicholas,44,30301.155909090907
Severe Storm(s),WestVirginia,Ohio,36,92435.91361111109
Severe Storm(s),WestVirginia,Pendleton,9,3022.832222222222
Severe Storm(s),WestVirginia,Pleasants,12,5883.606666666667
Severe Storm(s),WestVirginia,Pocahontas,5,12524.634000000002
Severe Storm(s),WestVirginia,Preston,20,4758.476
Severe Storm(s),WestVirginia,Putnam,24,15939.6825
Severe Storm(s),WestVirginia,Raleigh,72,44906.46888888889
Severe Storm(s),WestVirginia,Randolph,13,5929.560769230769
Severe Storm(s),WestVirginia,Ritchie,5,9355.548
Severe Storm(s),WestVirginia,Roane,16,10269.080625
Severe Storm(s),WestVirginia,Summers,18,15822.997222222226
Severe Storm(s),WestVirginia,Taylor,15,7519.199333333335
Severe Storm(s),WestVirginia,Tucker,15,15801.177999999998
Severe Storm(s),WestVirginia,Tyler,23,22454.926956521744
Severe Storm(s),WestVirginia,Upshur,13,6187.941538461539
Severe Storm(s),WestVirginia,Wayne,17,15618.551176470588
Severe Storm(s),WestVirginia,Webster,18,27590.985
Severe Storm(s),WestVirginia,Wetzel,40,57740.61849999998
Severe Storm(s),WestVirginia,Wirt,5,4632.342
Severe Storm(s),WestVirginia,Wood,33,23027.83212121212
Severe Storm(s),WestVirginia,Wyoming,43,87977.49395348837
Severe Storm(s),Wisconsin,Adams,34,27251.002941176466
Severe Storm(s),Wisconsin,Ashland,36,64569.22472222223
Severe Storm(s),Wisconsin,Barron,24,11837.99
Severe Storm(s),Wisconsin,Bayfield,41,60043.2812195122
Severe Storm(s),Wisconsin,Buffalo,26,54168.00307692307
Severe Storm(s),Wisconsin,Burnett,26,21709.912307692302
Severe Storm(s),Wisconsin,Calumet,23,13494.293913043473
Severe Storm(s),Wisconsin,Clark,67,16524.170149253732
Severe Storm(s),Wisconsin,Columbia,55,103809.56127272728
Severe Storm(s),Wisconsin,Crawford,114,59310.20807017544
Severe Storm(s),Wisconsin,Dane,97,24246.983195876295
Severe Storm(s),Wisconsin,Dodge,68,35434.47294117647
Severe Storm(s),Wisconsin,Douglas,29,283820.5944827586
Severe Storm(s),Wisconsin,Dunn,10,10599.916000000001
Severe Storm(s),Wisconsin,Florence,2,10999.195
Severe Storm(s),Wisconsin,Fond du Lac,56,45244.39732142857
Severe Storm(s),Wisconsin,Forest,8,11447.6325
Severe Storm(s),Wisconsin,Grant,189,35408.467301587305
Severe Storm(s),Wisconsin,Green,32,9643.735625
Severe Storm(s),Wisconsin,Green Lake,37,49663.071351351355
Severe Storm(s),Wisconsin,Iowa,45,51732.68088888889
Severe Storm(s),Wisconsin,Iron,11,322506.42363636364
Severe Storm(s),Wisconsin,Jackson,50,18136.530599999995
Severe Storm(s),Wisconsin,Jefferson,31,66407.08322580645
Severe Storm(s),Wisconsin,Juneau,67,30249.589850746277
Severe Storm(s),Wisconsin,Kenosha,46,22405.356521739126
Severe Storm(s),Wisconsin,La Crosse,40,85586.064
Severe Storm(s),Wisconsin,Lafayette,52,12050.903269230766
Severe Storm(s),Wisconsin,Marathon,42,42316.09238095239
Severe Storm(s),Wisconsin,Marinette,8,86386.33999999998
Severe Storm(s),Wisconsin,Marquette,25,14489.9728
Severe Storm(s),Wisconsin,Milwaukee,92,164850.3142391304
Severe Storm(s),Wisconsin,Monroe,55,45826.7630909091
Severe Storm(s),Wisconsin,Oneida,16,13678.400000000001
Severe Storm(s),Wisconsin,Ozaukee,19,43703.62157894737
Severe Storm(s),Wisconsin,Polk,7,61844.892857142855
Severe Storm(s),Wisconsin,Portage,29,22463.525517241385
Severe Storm(s),Wisconsin,Racine,15,42600.844000000005
Severe Storm(s),Wisconsin,Richland,77,40209.37636363635
Severe Storm(s),Wisconsin,Rock,21,80662.05857142858
Severe Storm(s),Wisconsin,Rusk,17,13640.619411764706
Severe Storm(s),Wisconsin,Sauk,98,69565.72173469393
Severe Storm(s),Wisconsin,Sawyer,19,25622.714210526312
Severe Storm(s),Wisconsin,Sheboygan,16,26481.851875
Severe Storm(s),Wisconsin,St. Croix,15,22277.15933333333
Severe Storm(s),Wisconsin,Taylor,11,19557.855454545454
Severe Storm(s),Wisconsin,Trempealeau,29,58589.707931034485
Severe Storm(s),Wisconsin,Vernon,170,78075.93858823532
Severe Storm(s),Wisconsin,Walworth,27,33414.94
Severe Storm(s),Wisconsin,Washburn,23,58706.73173913043
Severe Storm(s),Wisconsin,Washington,19,33282.01473684211
Severe Storm(s),Wisconsin,Waukesha,38,65180.39842105263
Severe Storm(s),Wisconsin,Waushara,9,12327.847777777779
Severe Storm(s),Wisconsin,Winnebago,40,39913.189
Severe Storm(s),Wisconsin,Wood,34,18845.09117647059
Severe Storm(s),Wyoming,Albany,2,37782.275
Severe Storm(s),Wyoming,Big Horn,1,412429.18
Severe Storm(s),Wyoming,Carbon,4,118195.27
Severe Storm(s),Wyoming,Crook,4,217129.41
Severe Storm(s),Wyoming,Fremont,2,52426.045
Severe Storm(s),Wyoming,Goshen,3,66404.15333333334
Severe Storm(s),Wyoming,Johnson,1,57776.92
Severe Storm(s),Wyoming,Lincoln,6,37912.39333333333
Severe Storm(s),Wyoming,Sheridan,3,140792.59
Severe Storm(s),Wyoming,Sublette,2,20763.91
Severe Storm(s),Wyoming,Teton,5,42916.324
Severe Storm(s),Wyoming,Uinta,2,108168.8
Severe Storm(s),Wyoming,Washakie,1,23887.13
Severe Storm(s),Wyoming,Weston,2,153342.08500000002
Snow,Colorado,Adams,13,85882.2946153846
Snow,Colorado,Arapahoe,25,56204.6444
Snow,Colorado,Baca,3,31515.926666666666
Snow,Colorado,Bent,2,35502.01
Snow,Colorado,Boulder,17,25019.564705882352
Snow,Colorado,Broomfield,2,58148.479999999996
Snow,Colorado,Chaffee,1,7178.01
Snow,Colorado,Cheyenne,3,7190.086666666666
Snow,Colorado,Clear Creek,5,22901.920000000002
Snow,Colorado,Costilla,1,10063.96
Snow,Colorado,Crowley,5,3260.188
Snow,Colorado,Custer,6,7843.145
Snow,Colorado,Denver,2,1345845.43
Snow,Colorado,Douglas,9,96217.65
Snow,Colorado,El Paso,11,27816.506363636363
Snow,Colorado,Elbert,6,19156.676666666666
Snow,Colorado,Fremont,1,14309.55
Snow,Colorado,Gilpin,6,14980.626666666669
Snow,Colorado,Grand,5,9316.503999999999
Snow,Colorado,Huerfano,4,10336.010000000002
Snow,Colorado,Jackson,1,3873.3
Snow,Colorado,Jefferson,15,79651.43800000001
Snow,Colorado,Kiowa,2,21908.93
Snow,Colorado,Larimer,12,48442.41083333333
Snow,Colorado,Las Animas,13,36008.22538461538
Snow,Colorado,Otero,7,22157.717142857146
Snow,Colorado,Park,2,17296.455
Snow,Colorado,Prowers,5,29000.228000000003
Snow,Colorado,Pueblo,8,22009.704999999998
Snow,Colorado,Summit,1,19391.97
Snow,Colorado,Teller,6,16615.406666666666
Snow,Colorado,Washington,3,17220.52666666667
Snow,Colorado,Weld,4,29357.997500000005
Snow,Connecticut,Fairfield,156,64593.73006410252
Snow,Connecticut,Hartford,242,41248.09603305786
Snow,Connecticut,Litchfield,124,19475.717580645152
Snow,Connecticut,Middlesex,36,26032.11555555556
Snow,Connecticut,New Haven,225,39572.77217777778
Snow,Connecticut,New London,113,24995.73539823009
Snow,Connecticut,Tolland,78,30202.10782051282
Snow,Connecticut,Windham,63,16239.672857142856
Snow,Delaware,Kent,64,16036.674531250002
Snow,Delaware,New Castle,106,28624.19688679244
Snow,Delaware,Sussex,78,25137.339487179488
Snow,DistrictofColumbia,District of Columbia,83,248338.38734939758
Snow,Illinois,Adams,96,9128.524791666663
Snow,Illinois,Boone,56,9971.66285714286
Snow,Illinois,Brown,17,5136.74588235294
Snow,Illinois,Bureau,189,4198.4959788359765
Snow,Illinois,Calhoun,10,8071.8150000000005
Snow,Illinois,Carroll,40,6212.755999999999
Snow,Illinois,Cass,38,3632.0163157894735
Snow,Illinois,Champaign,46,7473.228043478261
Snow,Illinois,Christian,28,4367.331071428572
Snow,Illinois,Clark,6,12516.541666666666
Snow,Illinois,Clay,3,8439.39
Snow,Illinois,Coles,2,7252.094999999999
Snow,Illinois,Cook,875,39045.78852571431
Snow,Illinois,Crawford,1,22788.75
Snow,Illinois,De Witt,40,3541.39275
Snow,Illinois,DeKalb,45,14872.287333333332
Snow,Illinois,Douglas,14,4750.748571428571
Snow,Illinois,DuPage,355,17424.77971830985
Snow,Illinois,Edgar,8,2929.92
Snow,Illinois,Edwards,11,891.3381818181817
Snow,Illinois,Effingham,6,4261.985
Snow,Illinois,Ford,52,4200.433846153846
Snow,Illinois,Franklin,16,3245.985625
Snow,Illinois,Fulton,131,3769.310458015267
Snow,Illinois,Gallatin,8,2317.20125
Snow,Illinois,Greene,20,1921.8805
Snow,Illinois,Grundy,82,5639.010975609754
Snow,Illinois,Hamilton,13,2608.0699999999997
Snow,Illinois,Hancock,89,3298.74775280899
Snow,Illinois,Hardin,2,4849.67
Snow,Illinois,Henderson,41,3914.1451219512205
Snow,Illinois,Henry,149,4512.273691275168
Snow,Illinois,Iroquois,83,2691.2548192771087
Snow,Illinois,Jackson,12,6360.924166666665
Snow,Illinois,Jasper,2,3130.165
Snow,Illinois,Jo Daviess,55,6217.160181818178
Snow,Illinois,Johnson,4,6717.1849999999995
Snow,Illinois,Kane,134,27589.53126865672
Snow,Illinois,Kankakee,94,4747.656808510638
Snow,Illinois,Kendall,47,7599.717234042552
Snow,Illinois,Knox,90,6626.5834444444445
Snow,Illinois,La Salle,234,5593.168418803417
Snow,Illinois,Lake,382,17623.966335078527
Snow,Illinois,Lawrence,8,3177.9762499999997
Snow,Illinois,Lee,53,5691.818301886793
Snow,Illinois,Livingston,123,3323.5069918699196
Snow,Illinois,Logan,45,3686.3851111111103
Snow,Illinois,Macon,39,6020.286153846154
Snow,Illinois,Marion,4,9949.5075
Snow,Illinois,Marshall,78,4032.109743589744
Snow,Illinois,Mason,58,3456.3977586206893
Snow,Illinois,Massac,2,15502.165
Snow,Illinois,McDonough,93,4942.562580645162
Snow,Illinois,McHenry,272,13983.374448529406
Snow,Illinois,McLean,149,7373.695503355705
Snow,Illinois,Menard,55,3872.4289090909097
Snow,Illinois,Mercer,28,8060.704642857142
Snow,Illinois,Morgan,43,5151.783488372093
Snow,Illinois,Moultrie,15,5564.258
Snow,Illinois,Ogle,131,6552.9518320610705
Snow,Illinois,Peoria,162,11259.170185185187
Snow,Illinois,Piatt,19,3919.9284210526307
Snow,Illinois,Pike,104,3950.6909615384625
Snow,Illinois,Pope,3,6338.313333333334
Snow,Illinois,Putnam,31,3818.1945161290328
Snow,Illinois,Richland,10,3017.851
Snow,Illinois,Rock Island,28,14181.630000000003
Snow,Illinois,Saline,7,5510.8
Snow,Illinois,Sangamon,97,10943.232268041234
Snow,Illinois,Schuyler,31,3170.670967741936
Snow,Illinois,Scott,26,4393.826923076923
Snow,Illinois,Shelby,33,3034.3369696969694
Snow,Illinois,Stark,51,3462.904117647059
Snow,Illinois,Stephenson,74,6290.039594594596
Snow,Illinois,Tazewell,131,7767.762442748092
Snow,Illinois,Union,4,5876.4925
Snow,Illinois,Vermilion,49,5184.578775510205
Snow,Illinois,Wabash,8,1695.6775
Snow,Illinois,Warren,25,7347.4368
Snow,Illinois,Washington,2,8651.465
Snow,Illinois,White,9,3854.945555555555
Snow,Illinois,Whiteside,30,7643.974666666666
Snow,Illinois,Will,258,14666.210426356583
Snow,Illinois,Williamson,8,11321.458750000002
Snow,Illinois,Winnebago,132,24701.347424242427
Snow,Illinois,Woodford,53,4441.5416981132075
Snow,Indiana,Adams,25,4612.0356
Snow,Indiana,Allen,50,19480.289
Snow,Indiana,Bartholomew,5,25071.98
Snow,Indiana,Benton,14,7553.388571428571
Snow,Indiana,Blackford,10,8689.774000000001
Snow,Indiana,Boone,22,7757.044545454544
Snow,Indiana,Brown,2,12072.21
Snow,Indiana,Carroll,12,7486.400833333333
Snow,Indiana,Cass,23,8395.723043478263
