,State County FIPS,Postal Code,Name,Median Household Income
1924,"37 , 73",NC,Gates County,35287
1925,"37 , 75",NC,Graham County,28520
1926,"37 , 77",NC,Granville County,38568
1927,"37 , 79",NC,Greene County,32817
1928,"37 , 81",NC,Guilford County,41698
1929,"37 , 83",NC,Halifax County,26704
1930,"37 , 85",NC,Harnett County,35734
1931,"37 , 87",NC,Haywood County,34752
1932,"37 , 89",NC,Henderson County,37987
1933,"37 , 91",NC,Hertford County,26948
1934,"37 , 93",NC,Hoke County,32823
1935,"37 , 95",NC,Hyde County,27431
1936,"37 , 97",NC,Iredell County,42603
1937,"37 , 99",NC,Jackson County,32923
1938,"37 , 101",NC,Johnston County,43154
1939,"37 , 103",NC,Jones County,31791
1940,"37 , 105",NC,Lee County,39442
1941,"37 , 107",NC,Lenoir County,31016
1942,"37 , 109",NC,Lincoln County,42256
1943,"37 , 111",NC,McDowell County,31892
1944,"37 , 113",NC,Macon County,33375
1945,"37 , 115",NC,Madison County,31562
1946,"37 , 117",NC,Martin County,29185
1947,"37 , 119",NC,Mecklenburg County,49085
1948,"37 , 121",NC,Mitchell County,31273
1949,"37 , 123",NC,Montgomery County,31508
1950,"37 , 125",NC,Moore County,41234
1951,"37 , 127",NC,Nash County,37471
1952,"37 , 129",NC,New Hanover County,40405
1953,"37 , 131",NC,Northampton County,27209
1954,"37 , 133",NC,Onslow County,33108
1955,"37 , 135",NC,Orange County,45509
1956,"37 , 137",NC,Pamlico County,33780
1957,"37 , 139",NC,Pasquotank County,32308
1958,"37 , 141",NC,Pender County,35631
1959,"37 , 143",NC,Perquimans County,31201
1960,"37 , 145",NC,Person County,37355
1961,"37 , 147",NC,Pitt County,33817
1962,"37 , 149",NC,Polk County,37683
1963,"37 , 151",NC,Randolph County,37671
1964,"37 , 153",NC,Richmond County,28347
1965,"37 , 155",NC,Robeson County,26870
1966,"37 , 157",NC,Rockingham County,34502
1967,"37 , 159",NC,Rowan County,37774
1968,"37 , 161",NC,Rutherford County,32290
1969,"37 , 163",NC,Sampson County,32129
1970,"37 , 165",NC,Scotland County,29782
1971,"37 , 167",NC,Stanly County,36678
1972,"37 , 169",NC,Stokes County,41587
1973,"37 , 171",NC,Surry County,31759
1974,"37 , 173",NC,Swain County,32330
1975,"37 , 175",NC,Transylvania County,36229
1976,"37 , 177",NC,Tyrrell County,25843
1977,"37 , 179",NC,Union County,53889
1978,"37 , 181",NC,Vance County,30281
1979,"37 , 183",NC,Wake County,57040
1980,"37 , 185",NC,Warren County,26359
1981,"37 , 187",NC,Washington County,28269
1982,"37 , 189",NC,Watauga County,33219
1983,"37 , 191",NC,Wayne County,33763
1984,"37 , 193",NC,Wilkes County,34161
1985,"37 , 195",NC,Wilson County,33723
1986,"37 , 197",NC,Yadkin County,37588
1987,"37 , 199",NC,Yancey County,30260
1988,"38 , 1",ND,Adams County,31003
1989,"38 , 3",ND,Barnes County,36475
1990,"38 , 5",ND,Benson County,29385
1991,"38 , 7",ND,Billings County,36480
1992,"38 , 9",ND,Bottineau County,38280
1993,"38 , 11",ND,Bowman County,38520
1994,"38 , 13",ND,Burke County,32060
1995,"38 , 15",ND,Burleigh County,45704
1996,"38 , 17",ND,Cass County,43464
1997,"38 , 19",ND,Cavalier County,37026
1998,"38 , 21",ND,Dickey County,34001
1999,"38 , 23",ND,Divide County,30963
2000,"38 , 25",ND,Dunn County,32783
2001,"38 , 27",ND,Eddy County,33069
2002,"38 , 29",ND,Emmons County,28825
2003,"38 , 31",ND,Foster County,37931
2004,"38 , 33",ND,Golden Valley County,31921
2005,"38 , 35",ND,Grand Forks County,38796
2006,"38 , 37",ND,Grant County,26491
2007,"38 , 39",ND,Griggs County,34773
2008,"38 , 41",ND,Hettinger County,32296
2009,"38 , 43",ND,Kidder County,28659
2010,"38 , 45",ND,LaMoure County,36750
2011,"38 , 47",ND,Logan County,30919
2012,"38 , 49",ND,McHenry County,31719
2013,"38 , 51",ND,McIntosh County,29149
2014,"38 , 53",ND,McKenzie County,31259
2015,"38 , 55",ND,McLean County,36823
2016,"38 , 57",ND,Mercer County,51488
2017,"38 , 59",ND,Morton County,40970
2018,"38 , 61",ND,Mountrail County,32235
2019,"38 , 63",ND,Nelson County,32429
2020,"38 , 65",ND,Oliver County,42565
2021,"38 , 67",ND,Pembina County,39184
2022,"38 , 69",ND,Pierce County,30461
2023,"38 , 71",ND,Ramsey County,36606
2024,"38 , 73",ND,Ransom County,42187
2025,"38 , 75",ND,Renville County,40357
2026,"38 , 77",ND,Richland County,38990
2027,"38 , 79",ND,Rolette County,27812
2028,"38 , 81",ND,Sargent County,42773
2029,"38 , 83",ND,Sheridan County,28031
2030,"38 , 85",ND,Sioux County,24627
2031,"38 , 87",ND,Slope County,27532
2032,"38 , 89",ND,Stark County,37044
2033,"38 , 91",ND,Steele County,44293
2034,"38 , 93",ND,Stutsman County,37153
2035,"38 , 95",ND,Towner County,37573
2036,"38 , 97",ND,Traill County,41019
2037,"38 , 99",ND,Walsh County,35930
2038,"38 , 101",ND,Ward County,38388
2039,"38 , 103",ND,Wells County,35745
2040,"38 , 105",ND,Williams County,36452
2041,"39 , 1",OH,Adams County,30487
2042,"39 , 3",OH,Allen County,39069
2043,"39 , 5",OH,Ashland County,39953
2044,"39 , 7",OH,Ashtabula County,36034
2045,"39 , 9",OH,Athens County,29230
2046,"39 , 11",OH,Auglaize County,44763
2047,"39 , 13",OH,Belmont County,31559
2048,"39 , 15",OH,Brown County,40096
2049,"39 , 17",OH,Butler County,47954
2050,"39 , 19",OH,Carroll County,36270
2051,"39 , 21",OH,Champaign County,44351
2052,"39 , 23",OH,Clark County,40027
2053,"39 , 25",OH,Clermont County,51940
2054,"39 , 27",OH,Clinton County,41650
2055,"39 , 29",OH,Columbiana County,34732
2056,"39 , 31",OH,Coshocton County,35268
2057,"39 , 33",OH,Crawford County,37307
2058,"39 , 35",OH,Cuyahoga County,39551
2059,"39 , 37",OH,Darke County,40934
2060,"39 , 39",OH,Defiance County,45434
2061,"39 , 41",OH,Delaware County,73375
2062,"39 , 43",OH,Erie County,43716
2063,"39 , 45",OH,Fairfield County,51300
2064,"39 , 47",OH,Fayette County,39126
2065,"39 , 49",OH,Franklin County,44967
2066,"39 , 51",OH,Fulton County,46402
2067,"39 , 53",OH,Gallia County,32233
2068,"39 , 55",OH,Geauga County,59235
2069,"39 , 57",OH,Greene County,50088
2070,"39 , 59",OH,Guernsey County,32165
2071,"39 , 61",OH,Hamilton County,44093
2072,"39 , 63",OH,Hancock County,44957
2073,"39 , 65",OH,Hardin County,35897
2074,"39 , 67",OH,Harrison County,31490
2075,"39 , 69",OH,Henry County,44296
2076,"39 , 71",OH,Highland County,36532
2077,"39 , 73",OH,Hocking County,35449
2078,"39 , 75",OH,Holmes County,38713
2079,"39 , 77",OH,Huron County,41234
2080,"39 , 79",OH,Jackson County,32024
2081,"39 , 81",OH,Jefferson County,32493
2082,"39 , 83",OH,Knox County,40829
2083,"39 , 85",OH,Lake County,48452
2084,"39 , 87",OH,Lawrence County,30158
2085,"39 , 89",OH,Licking County,46494
2086,"39 , 91",OH,Logan County,43487
2087,"39 , 93",OH,Lorain County,45051
2088,"39 , 95",OH,Lucas County,40172
2089,"39 , 97",OH,Madison County,44626
2090,"39 , 99",OH,Mahoning County,36413
2091,"39 , 101",OH,Marion County,39378
2092,"39 , 103",OH,Medina County,57539
2093,"39 , 105",OH,Meigs County,27849
2094,"39 , 107",OH,Mercer County,44830
2095,"39 , 109",OH,Miami County,44811
2096,"39 , 111",OH,Monroe County,33436
2097,"39 , 113",OH,Montgomery County,41283
2098,"39 , 115",OH,Morgan County,31671
2099,"39 , 117",OH,Morrow County,42842
2100,"39 , 119",OH,Muskingum County,36120
2101,"39 , 121",OH,Noble County,32836
2102,"39 , 123",OH,Ottawa County,45638
2103,"39 , 125",OH,Paulding County,40382
2104,"39 , 127",OH,Perry County,35162
2105,"39 , 129",OH,Pickaway County,42686
2106,"39 , 131",OH,Pike County,32951
2107,"39 , 133",OH,Portage County,44615
2108,"39 , 135",OH,Preble County,41895
2109,"39 , 137",OH,Putnam County,48174
2110,"39 , 139",OH,Richland County,38595
2111,"39 , 141",OH,Ross County,38067
2112,"39 , 143",OH,Sandusky County,41619
2113,"39 , 145",OH,Scioto County,29216
2114,"39 , 147",OH,Seneca County,38736
2115,"39 , 149",OH,Shelby County,45580
2116,"39 , 151",OH,Stark County,40347
2117,"39 , 153",OH,Summit County,42843
2118,"39 , 155",OH,Trumbull County,38206
2119,"39 , 157",OH,Tuscarawas County,36803
2120,"39 , 159",OH,Union County,54470
2121,"39 , 161",OH,Van Wert County,40239
2122,"39 , 163",OH,Vinton County,31044
2123,"39 , 165",OH,Warren County,61931
2124,"39 , 167",OH,Washington County,35251
2125,"39 , 169",OH,Wayne County,42079
2126,"39 , 171",OH,Williams County,40623
2127,"39 , 173",OH,Wood County,45741
2128,"39 , 175",OH,Wyandot County,40819
2129,"40 , 1",OK,Adair County,27374
2130,"40 , 3",OK,Alfalfa County,31630
2131,"40 , 5",OK,Atoka County,26703
2132,"40 , 7",OK,Beaver County,38161
2133,"40 , 9",OK,Beckham County,31659
2134,"40 , 11",OK,Blaine County,29487
2135,"40 , 13",OK,Bryan County,28687
2136,"40 , 15",OK,Caddo County,29057
2137,"40 , 17",OK,Canadian County,50181
2138,"40 , 19",OK,Carter County,30870
2139,"40 , 21",OK,Cherokee County,28084
2140,"40 , 23",OK,Choctaw County,24458
2141,"40 , 25",OK,Cimarron County,27439
2142,"40 , 27",OK,Cleveland County,45889
2143,"40 , 29",OK,Coal County,24536
2144,"40 , 31",OK,Comanche County,34704
2145,"40 , 33",OK,Cotton County,29262
2146,"40 , 35",OK,Craig County,32549
2147,"40 , 37",OK,Creek County,35379
2148,"40 , 39",OK,Custer County,30533
2149,"40 , 41",OK,Delaware County,29752
2150,"40 , 43",OK,Dewey County,31615
2151,"40 , 45",OK,Ellis County,31123
2152,"40 , 47",OK,Garfield County,34432
2153,"40 , 49",OK,Garvin County,30705
2154,"40 , 51",OK,Grady County,36847
2155,"40 , 53",OK,Grant County,31420
2156,"40 , 55",OK,Greer County,25334
2157,"40 , 57",OK,Harmon County,23582
2158,"40 , 59",OK,Harper County,39497
2159,"40 , 61",OK,Haskell County,27644
2160,"40 , 63",OK,Hughes County,24613
2161,"40 , 65",OK,Jackson County,34449
2162,"40 , 67",OK,Jefferson County,24303
2163,"40 , 69",OK,Johnston County,27357
2164,"40 , 71",OK,Kay County,33128
2165,"40 , 73",OK,Kingfisher County,41000
2166,"40 , 75",OK,Kiowa County,27520
2167,"40 , 77",OK,Latimer County,28497
2168,"40 , 79",OK,Le Flore County,28586
2169,"40 , 81",OK,Lincoln County,33030
2170,"40 , 83",OK,Logan County,40997
2171,"40 , 85",OK,Love County,34309
2172,"40 , 87",OK,McClain County,39983
2173,"40 , 89",OK,McCurtain County,25186
2174,"40 , 91",OK,McIntosh County,26796
2175,"40 , 93",OK,Major County,35110
2176,"40 , 95",OK,Marshall County,28423
2177,"40 , 97",OK,Mayes County,32199
2178,"40 , 99",OK,Murray County,31166
2179,"40 , 101",OK,Muskogee County,30676
2180,"40 , 103",OK,Noble County,34890
2181,"40 , 105",OK,Nowata County,31229
2182,"40 , 107",OK,Okfuskee County,25205
2183,"40 , 109",OK,Oklahoma County,37421
2184,"40 , 111",OK,Okmulgee County,29104
2185,"40 , 113",OK,Osage County,36590
2186,"40 , 115",OK,Ottawa County,28473
2187,"40 , 117",OK,Pawnee County,33024
2188,"40 , 119",OK,Payne County,31031
2189,"40 , 121",OK,Pittsburg County,31255
2190,"40 , 123",OK,Pontotoc County,28493
2191,"40 , 125",OK,Pottawatomie County,33737
2192,"40 , 127",OK,Pushmataha County,24071
2193,"40 , 129",OK,Roger Mills County,33436
2194,"40 , 131",OK,Rogers County,47878
2195,"40 , 133",OK,Seminole County,26564
2196,"40 , 135",OK,Sequoyah County,29303
2197,"40 , 137",OK,Stephens County,33734
2198,"40 , 139",OK,Texas County,33847
2199,"40 , 141",OK,Tillman County,25878
2200,"40 , 143",OK,Tulsa County,39434
2201,"40 , 145",OK,Wagoner County,43281
2202,"40 , 147",OK,Washington County,37787
2203,"40 , 149",OK,Washita County,31483
2204,"40 , 151",OK,Woods County,31245
2205,"40 , 153",OK,Woodward County,36030
2206,"41 , 1",OR,Baker County,30546
2207,"41 , 3",OR,Benton County,43674
2208,"41 , 5",OR,Clackamas County,52367
2209,"41 , 7",OR,Clatsop County,36087
2210,"41 , 9",OR,Columbia County,47156
2211,"41 , 11",OR,Coos County,32015
2212,"41 , 13",OR,Crook County,35968
2213,"41 , 15",OR,Curry County,31399
2214,"41 , 17",OR,Deschutes County,44154
2215,"41 , 19",OR,Douglas County,34500
2216,"41 , 21",OR,Gilliam County,38063
2217,"41 , 23",OR,Grant County,32934
2218,"41 , 25",OR,Harney County,30966
2219,"41 , 27",OR,Hood River County,38616
2220,"41 , 29",OR,Jackson County,36737
2221,"41 , 31",OR,Jefferson County,35741
2222,"41 , 33",OR,Josephine County,31578
2223,"41 , 35",OR,Klamath County,32414
2224,"41 , 37",OR,Lake County,30579
2225,"41 , 39",OR,Lane County,36685
2226,"41 , 41",OR,Lincoln County,33334
2227,"41 , 43",OR,Linn County,38449
2228,"41 , 45",OR,Malheur County,29530
2229,"41 , 47",OR,Marion County,39470
2230,"41 , 49",OR,Morrow County,40469
2231,"41 , 51",OR,Multnomah County,41781
2232,"41 , 53",OR,Polk County,43469
2233,"41 , 55",OR,Sherman County,36321
2234,"41 , 57",OR,Tillamook County,34795
2235,"41 , 59",OR,Umatilla County,36901
2236,"41 , 61",OR,Union County,35694
2237,"41 , 63",OR,Wallowa County,33082
2238,"41 , 65",OR,Wasco County,34183
2239,"41 , 67",OR,Washington County,54184
2240,"41 , 69",OR,Wheeler County,29359
2241,"41 , 71",OR,Yamhill County,43663
2242,"42 , 1",PA,Adams County,47177
2243,"42 , 3",PA,Allegheny County,41468
2244,"42 , 5",PA,Armstrong County,34570
2245,"42 , 7",PA,Beaver County,37937
2246,"42 , 9",PA,Bedford County,34870
2247,"42 , 11",PA,Berks County,45214
2248,"42 , 13",PA,Blair County,34300
2249,"42 , 15",PA,Bradford County,36817
2250,"42 , 17",PA,Bucks County,62548
2251,"42 , 19",PA,Butler County,46435
2252,"42 , 21",PA,Cambria County,31306
2253,"42 , 23",PA,Cameron County,33780
2254,"42 , 25",PA,Carbon County,38816
2255,"42 , 27",PA,Centre County,37720
2256,"42 , 29",PA,Chester County,68044
2257,"42 , 31",PA,Clarion County,32782
2258,"42 , 33",PA,Clearfield County,33040
2259,"42 , 35",PA,Clinton County,33037
2260,"42 , 37",PA,Columbia County,36619
2261,"42 , 39",PA,Crawford County,33989
2262,"42 , 41",PA,Cumberland County,49077
2263,"42 , 43",PA,Dauphin County,45557
2264,"42 , 45",PA,Delaware County,49862
2265,"42 , 47",PA,Elk County,39467
2266,"42 , 49",PA,Erie County,37129
2267,"42 , 51",PA,Fayette County,29506
2268,"42 , 53",PA,Forest County,29446
2269,"42 , 55",PA,Franklin County,42963
2270,"42 , 57",PA,Fulton County,37945
2271,"42 , 59",PA,Greene County,31709
2272,"42 , 61",PA,Huntingdon County,34267
2273,"42 , 63",PA,Indiana County,32563
2274,"42 , 65",PA,Jefferson County,32961
2275,"42 , 67",PA,Juniata County,38356
2276,"42 , 69",PA,Lackawanna County,36725
2277,"42 , 71",PA,Lancaster County,47499
2278,"42 , 73",PA,Lawrence County,34558
2279,"42 , 75",PA,Lebanon County,42673
2280,"42 , 77",PA,Lehigh County,44385
2281,"42 , 79",PA,Luzerne County,35518
2282,"42 , 81",PA,Lycoming County,35969
2283,"42 , 83",PA,Mc Kean County,34500
2284,"42 , 85",PA,Mercer County,35693
2285,"42 , 87",PA,Mifflin County,34103
2286,"42 , 89",PA,Monroe County,48297
2287,"42 , 91",PA,Montgomery County,65316
2288,"42 , 93",PA,Montour County,41373
2289,"42 , 95",PA,Northampton County,48808
2290,"42 , 97",PA,Northumberland County,33802
2291,"42 , 99",PA,Perry County,44391
2292,"42 , 101",PA,Philadelphia County,30517
2293,"42 , 103",PA,Pike County,49024
2294,"42 , 105",PA,Potter County,35091
2295,"42 , 107",PA,Schuylkill County,34777
2296,"42 , 109",PA,Snyder County,37689
2297,"42 , 111",PA,Somerset County,31905
2298,"42 , 113",PA,Sullivan County,31499
2299,"42 , 115",PA,Susquehanna County,34944
2300,"42 , 117",PA,Tioga County,33133
2301,"42 , 119",PA,Union County,39530
2302,"42 , 121",PA,Venango County,32959
2303,"42 , 123",PA,Warren County,36377
2304,"42 , 125",PA,Washington County,40449
2305,"42 , 127",PA,Wayne County,36597
2306,"42 , 129",PA,Westmoreland County,39921
2307,"42 , 131",PA,Wyoming County,38741
2308,"42 , 133",PA,York County,48025
2309,"44 , 1",RI,Bristol County,52614
2310,"44 , 3",RI,Kent County,51134
2311,"44 , 5",RI,Newport County,51470
2312,"44 , 7",RI,Providence County,38728
2313,"44 , 9",RI,Washington County,57276
2314,"45 , 1",SC,Abbeville County,30578
2315,"45 , 3",SC,Aiken County,39360
2316,"45 , 5",SC,Allendale County,21006
2317,"45 , 7",SC,Anderson County,38355
2318,"45 , 9",SC,Bamberg County,24860
2319,"45 , 11",SC,Barnwell County,26597
2320,"45 , 13",SC,Beaufort County,46669
2321,"45 , 15",SC,Berkeley County,42058
2322,"45 , 17",SC,Calhoun County,33782
2323,"45 , 19",SC,Charleston County,39319
2324,"45 , 21",SC,Cherokee County,34344
2325,"45 , 23",SC,Chester County,33068
2326,"45 , 25",SC,Chesterfield County,30516
2327,"45 , 27",SC,Clarendon County,26765
2328,"45 , 29",SC,Colleton County,29760
2329,"45 , 31",SC,Darlington County,31413
2330,"45 , 33",SC,Dillon County,26806
2331,"45 , 35",SC,Dorchester County,44564
2332,"45 , 37",SC,Edgefield County,34544
2333,"45 , 39",SC,Fairfield County,30925
2334,"45 , 41",SC,Florence County,34948
2335,"45 , 43",SC,Georgetown County,36473
2336,"45 , 45",SC,Greenville County,42081
2337,"45 , 47",SC,Greenwood County,34662
2338,"45 , 49",SC,Hampton County,28284
2339,"45 , 51",SC,Horry County,35630
2340,"45 , 53",SC,Jasper County,28628
2341,"45 , 55",SC,Kershaw County,40328
2342,"45 , 57",SC,Lancaster County,34329
2343,"45 , 59",SC,Laurens County,32544
2344,"45 , 61",SC,Lee County,26065
2345,"45 , 63",SC,Lexington County,45803
2346,"45 , 65",SC,McCormick County,30443
2347,"45 , 67",SC,Marion County,26281
2348,"45 , 69",SC,Marlboro County,26968
2349,"45 , 71",SC,Newberry County,33210
2350,"45 , 73",SC,Oconee County,38246
2351,"45 , 75",SC,Orangeburg County,29437
2352,"45 , 77",SC,Pickens County,37885
2353,"45 , 79",SC,Richland County,39811
2354,"45 , 81",SC,Saluda County,31626
2355,"45 , 83",SC,Spartanburg County,38172
2356,"45 , 85",SC,Sumter County,32863
2357,"45 , 87",SC,Union County,31555
2358,"45 , 89",SC,Williamsburg County,24771
2359,"45 , 91",SC,York County,45698
2360,"46 , 3",SD,Aurora County,33642
2361,"46 , 5",SD,Beadle County,33768
2362,"46 , 7",SD,Bennett County,25909
2363,"46 , 9",SD,Bon Homme County,32599
2364,"46 , 11",SD,Brookings County,37987
2365,"46 , 13",SD,Brown County,39980
2366,"46 , 15",SD,Brule County,32936
2367,"46 , 17",SD,Buffalo County,17136
2368,"46 , 19",SD,Butte County,32574
2369,"46 , 21",SD,Campbell County,30326
2370,"46 , 23",SD,Charles Mix County,28296
2371,"46 , 25",SD,Clark County,31111
2372,"46 , 27",SD,Clay County,30328
2373,"46 , 29",SD,Codington County,39673
2374,"46 , 31",SD,Corson County,22752
2375,"46 , 33",SD,Custer County,39794
2376,"46 , 35",SD,Davison County,37598
2377,"46 , 37",SD,Day County,32086
2378,"46 , 39",SD,Deuel County,36893
2379,"46 , 41",SD,Dewey County,26360
2380,"46 , 43",SD,Douglas County,32073
2381,"46 , 45",SD,Edmunds County,36677
2382,"46 , 47",SD,Fall River County,30330
2383,"46 , 49",SD,Faulk County,31116
2384,"46 , 51",SD,Grant County,36779
2385,"46 , 53",SD,Gregory County,27073
2386,"46 , 55",SD,Haakon County,33137
2387,"46 , 57",SD,Hamlin County,36968
2388,"46 , 59",SD,Hand County,33312
2389,"46 , 61",SD,Hanson County,39530
2390,"46 , 63",SD,Harding County,31088
2391,"46 , 65",SD,Hughes County,46638
2392,"46 , 67",SD,Hutchinson County,33437
2393,"46 , 69",SD,Hyde County,33282
2394,"46 , 71",SD,Jackson County,23406
2395,"46 , 73",SD,Jerauld County,32552
2396,"46 , 75",SD,Jones County,31686
2397,"46 , 77",SD,Kingsbury County,34427
2398,"46 , 79",SD,Lake County,38482
2399,"46 , 81",SD,Lawrence County,35534
2400,"46 , 83",SD,Lincoln County,59703
2401,"46 , 85",SD,Lyman County,29648
2402,"46 , 87",SD,McCook County,38046
2403,"46 , 89",SD,McPherson County,25703
2404,"46 , 91",SD,Marshall County,32529
2405,"46 , 93",SD,Meade County,41788
2406,"46 , 95",SD,Mellette County,23864
2407,"46 , 97",SD,Miner County,30754
2408,"46 , 99",SD,Minnehaha County,45970
2409,"46 , 101",SD,Moody County,38206
2410,"46 , 103",SD,Pennington County,39214
2411,"46 , 105",SD,Perkins County,29050
2412,"46 , 107",SD,Potter County,33412
2413,"46 , 109",SD,Roberts County,29888
2414,"46 , 111",SD,Sanborn County,35470
2415,"46 , 113",SD,Shannon County,22817
2416,"46 , 115",SD,Spink County,31847
2417,"46 , 117",SD,Stanley County,44024
2418,"46 , 119",SD,Sully County,35468
2419,"46 , 121",SD,Todd County,20845
2420,"46 , 123",SD,Tripp County,31052
2421,"46 , 125",SD,Turner County,38659
2422,"46 , 127",SD,Union County,49365
2423,"46 , 129",SD,Walworth County,29576
2424,"46 , 135",SD,Yankton County,37123
2425,"46 , 137",SD,Ziebach County,17879
2426,"47 , 1",TN,Anderson County,38288
2427,"47 , 3",TN,Bedford County,37443
2428,"47 , 5",TN,Benton County,29063
2429,"47 , 7",TN,Bledsoe County,29861
2430,"47 , 9",TN,Blount County,40678
2431,"47 , 11",TN,Bradley County,37038
2432,"47 , 13",TN,Campbell County,27516
2433,"47 , 15",TN,Cannon County,35614
2434,"47 , 17",TN,Carroll County,31772
2435,"47 , 19",TN,Carter County,28869
2436,"47 , 21",TN,Cheatham County,48065
2437,"47 , 23",TN,Chester County,35030
2438,"47 , 25",TN,Claiborne County,27908
2439,"47 , 27",TN,Clay County,25260
2440,"47 , 29",TN,Cocke County,26320
2441,"47 , 31",TN,Coffee County,37773
2442,"47 , 33",TN,Crockett County,31330
2443,"47 , 35",TN,Cumberland County,32546
2444,"47 , 37",TN,Davidson County,40958
2445,"47 , 39",TN,Decatur County,30207
2446,"47 , 41",TN,DeKalb County,33191
2447,"47 , 43",TN,Dickson County,39305
2448,"47 , 45",TN,Dyer County,34344
2449,"47 , 47",TN,Fayette County,44649
2450,"47 , 49",TN,Fentress County,24686
2451,"47 , 51",TN,Franklin County,36575
2452,"47 , 53",TN,Gibson County,32382
2453,"47 , 55",TN,Giles County,35053
2454,"47 , 57",TN,Grainger County,29724
2455,"47 , 59",TN,Greene County,32378
2456,"47 , 61",TN,Grundy County,26112
2457,"47 , 63",TN,Hamblen County,33857
2458,"47 , 65",TN,Hamilton County,39649
2459,"47 , 67",TN,Hancock County,19317
2460,"47 , 69",TN,Hardeman County,29657
2461,"47 , 71",TN,Hardin County,28639
2462,"47 , 73",TN,Hawkins County,33407
2463,"47 , 75",TN,Haywood County,28861
2464,"47 , 77",TN,Henderson County,34178
2465,"47 , 79",TN,Henry County,30374
2466,"47 , 81",TN,Hickman County,31854
2467,"47 , 83",TN,Houston County,31760
2468,"47 , 85",TN,Humphreys County,36099
2469,"47 , 87",TN,Jackson County,28281
2470,"47 , 89",TN,Jefferson County,34571
2471,"47 , 91",TN,Johnson County,24225
2472,"47 , 93",TN,Knox County,40743
2473,"47 , 95",TN,Lake County,22678
2474,"47 , 97",TN,Lauderdale County,29233
2475,"47 , 99",TN,Lawrence County,31760
2476,"47 , 101",TN,Lewis County,31053
2477,"47 , 103",TN,Lincoln County,35717
2478,"47 , 105",TN,Loudon County,43194
2479,"47 , 107",TN,McMinn County,33890
2480,"47 , 109",TN,McNairy County,31306
2481,"47 , 111",TN,Macon County,31279
2482,"47 , 113",TN,Madison County,37620
2483,"47 , 115",TN,Marion County,33197
2484,"47 , 117",TN,Marshall County,38617
2485,"47 , 119",TN,Maury County,43714
2486,"47 , 121",TN,Meigs County,30789
2487,"47 , 123",TN,Monroe County,32567
2488,"47 , 125",TN,Montgomery County,40047
2489,"47 , 127",TN,Moore County,40436
2490,"47 , 129",TN,Morgan County,29634
2491,"47 , 131",TN,Obion County,34092
2492,"47 , 133",TN,Overton County,29308
2493,"47 , 135",TN,Perry County,28936
2494,"47 , 137",TN,Pickett County,25257
2495,"47 , 139",TN,Polk County,30588
2496,"47 , 141",TN,Putnam County,32512
2497,"47 , 143",TN,Rhea County,32558
2498,"47 , 145",TN,Roane County,36922
2499,"47 , 147",TN,Robertson County,44952
2500,"47 , 149",TN,Rutherford County,48622
2501,"47 , 151",TN,Scott County,25364
2502,"47 , 153",TN,Sequatchie County,32767
2503,"47 , 155",TN,Sevier County,35912
2504,"47 , 157",TN,Shelby County,39110
2505,"47 , 159",TN,Smith County,37186
2506,"47 , 161",TN,Stewart County,34826
2507,"47 , 163",TN,Sullivan County,35627
2508,"47 , 165",TN,Sumner County,47284
2509,"47 , 167",TN,Tipton County,41997
2510,"47 , 169",TN,Trousdale County,32935
2511,"47 , 171",TN,Unicoi County,32068
2512,"47 , 173",TN,Union County,28499
2513,"47 , 175",TN,Van Buren County,29982
2514,"47 , 177",TN,Warren County,32186
2515,"47 , 179",TN,Washington County,34635
2516,"47 , 181",TN,Wayne County,27327
2517,"47 , 183",TN,Weakley County,31163
2518,"47 , 185",TN,White County,30161
2519,"47 , 187",TN,Williamson County,76142
2520,"47 , 189",TN,Wilson County,52720
2521,"48 , 1",TX,Anderson County,31485
2522,"48 , 3",TX,Andrews County,38190
2523,"48 , 5",TX,Angelina County,34630
2524,"48 , 7",TX,Aransas County,31245
2525,"48 , 9",TX,Archer County,41580
2526,"48 , 11",TX,Armstrong County,38697
2527,"48 , 13",TX,Atascosa County,33884
2528,"48 , 15",TX,Austin County,42007
2529,"48 , 17",TX,Bailey County,28505
2530,"48 , 19",TX,Bandera County,39396
2531,"48 , 21",TX,Bastrop County,43693
2532,"48 , 23",TX,Baylor County,26112
2533,"48 , 25",TX,Bee County,27743
2534,"48 , 27",TX,Bell County,38203
2535,"48 , 29",TX,Bexar County,38676
2536,"48 , 31",TX,Blanco County,41609
2537,"48 , 33",TX,Borden County,40767
2538,"48 , 35",TX,Bosque County,34970
2539,"48 , 37",TX,Bowie County,34615
2540,"48 , 39",TX,Brazoria County,51674
2541,"48 , 41",TX,Brazos County,31569
2542,"48 , 43",TX,Brewster County,29295
2543,"48 , 45",TX,Briscoe County,29256
2544,"48 , 47",TX,Brooks County,20905
2545,"48 , 49",TX,Brown County,31835
2546,"48 , 51",TX,Burleson County,33979
2547,"48 , 53",TX,Burnet County,40954
2548,"48 , 55",TX,Caldwell County,36850
2549,"48 , 57",TX,Calhoun County,35211
2550,"48 , 59",TX,Callahan County,33152
2551,"48 , 61",TX,Cameron County,26352
2552,"48 , 63",TX,Camp County,31700
2553,"48 , 65",TX,Carson County,38341
2554,"48 , 67",TX,Cass County,30285
2555,"48 , 69",TX,Castro County,34761
2556,"48 , 71",TX,Chambers County,56478
2557,"48 , 73",TX,Cherokee County,30040
2558,"48 , 75",TX,Childress County,27416
