State County,Postal Code,Name,Median Household Income
"47,11",TN,Bradley County,37038
"47,13",TN,Campbell County,27516
"47,15",TN,Cannon County,35614
"47,17",TN,Carroll County,31772
"47,19",TN,Carter County,28869
"47,21",TN,Cheatham County,48065
"47,23",TN,Chester County,35030
"47,25",TN,Claiborne County,27908
"47,27",TN,Clay County,25260
"47,29",TN,Cocke County,26320
"47,31",TN,Coffee County,37773
"47,33",TN,Crockett County,31330
"47,35",TN,Cumberland County,32546
"47,37",TN,Davidson County,40958
"47,39",TN,Decatur County,30207
"47,41",TN,DeKalb County,33191
"47,43",TN,Dickson County,39305
"47,45",TN,Dyer County,34344
"47,47",TN,Fayette County,44649
"47,49",TN,Fentress County,24686
"47,51",TN,Franklin County,36575
"47,53",TN,Gibson County,32382
"47,55",TN,Giles County,35053
"47,57",TN,Grainger County,29724
"47,59",TN,Greene County,32378
"47,61",TN,Grundy County,26112
"47,63",TN,Hamblen County,33857
"47,65",TN,Hamilton County,39649
"47,67",TN,Hancock County,19317
"47,69",TN,Hardeman County,29657
"47,71",TN,Hardin County,28639
"47,73",TN,Hawkins County,33407
"47,75",TN,Haywood County,28861
"47,77",TN,Henderson County,34178
"47,79",TN,Henry County,30374
"47,81",TN,Hickman County,31854
"47,83",TN,Houston County,31760
"47,85",TN,Humphreys County,36099
"47,87",TN,Jackson County,28281
"47,89",TN,Jefferson County,34571
"47,91",TN,Johnson County,24225
"47,93",TN,Knox County,40743
"47,95",TN,Lake County,22678
"47,97",TN,Lauderdale County,29233
"47,99",TN,Lawrence County,31760
"47,101",TN,Lewis County,31053
"47,103",TN,Lincoln County,35717
"47,105",TN,Loudon County,43194
"47,107",TN,McMinn County,33890
"47,109",TN,McNairy County,31306
"47,111",TN,Macon County,31279
"47,113",TN,Madison County,37620
"47,115",TN,Marion County,33197
"47,117",TN,Marshall County,38617
"47,119",TN,Maury County,43714
"47,121",TN,Meigs County,30789
"47,123",TN,Monroe County,32567
"47,125",TN,Montgomery County,40047
"47,127",TN,Moore County,40436
"47,129",TN,Morgan County,29634
"47,131",TN,Obion County,34092
"47,133",TN,Overton County,29308
"47,135",TN,Perry County,28936
"47,137",TN,Pickett County,25257
"47,139",TN,Polk County,30588
"47,141",TN,Putnam County,32512
"47,143",TN,Rhea County,32558
"47,145",TN,Roane County,36922
"47,147",TN,Robertson County,44952
"47,149",TN,Rutherford County,48622
"47,151",TN,Scott County,25364
"47,153",TN,Sequatchie County,32767
"47,155",TN,Sevier County,35912
"47,157",TN,Shelby County,39110
"47,159",TN,Smith County,37186
"47,161",TN,Stewart County,34826
"47,163",TN,Sullivan County,35627
"47,165",TN,Sumner County,47284
"47,167",TN,Tipton County,41997
"47,169",TN,Trousdale County,32935
"47,171",TN,Unicoi County,32068
"47,173",TN,Union County,28499
"47,175",TN,Van Buren County,29982
"47,177",TN,Warren County,32186
"47,179",TN,Washington County,34635
"47,181",TN,Wayne County,27327
"47,183",TN,Weakley County,31163
"47,185",TN,White County,30161
"47,187",TN,Williamson County,76142
"47,189",TN,Wilson County,52720
"48,1",TX,Anderson County,31485
"48,3",TX,Andrews County,38190
"48,5",TX,Angelina County,34630
"48,7",TX,Aransas County,31245
"48,9",TX,Archer County,41580
"48,11",TX,Armstrong County,38697
"48,13",TX,Atascosa County,33884
"48,15",TX,Austin County,42007
"48,17",TX,Bailey County,28505
"48,19",TX,Bandera County,39396
"48,21",TX,Bastrop County,43693
"48,23",TX,Baylor County,26112
"48,25",TX,Bee County,27743
"48,27",TX,Bell County,38203
"48,29",TX,Bexar County,38676
"48,31",TX,Blanco County,41609
"48,33",TX,Borden County,40767
"48,35",TX,Bosque County,34970
"48,37",TX,Bowie County,34615
"48,39",TX,Brazoria County,51674
"48,41",TX,Brazos County,31569
"48,43",TX,Brewster County,29295
"48,45",TX,Briscoe County,29256
"48,47",TX,Brooks County,20905
"48,49",TX,Brown County,31835
"48,51",TX,Burleson County,33979
"48,53",TX,Burnet County,40954
"48,55",TX,Caldwell County,36850
"48,57",TX,Calhoun County,35211
"48,59",TX,Callahan County,33152
"48,61",TX,Cameron County,26352
"48,63",TX,Camp County,31700
"48,65",TX,Carson County,38341
"48,67",TX,Cass County,30285
"48,69",TX,Castro County,34761
"48,71",TX,Chambers County,56478
"48,73",TX,Cherokee County,30040
"48,75",TX,Childress County,27416
"48,77",TX,Clay County,37957
"48,79",TX,Cochran County,26841
"48,81",TX,Coke County,29934
"48,83",TX,Coleman County,25479
"48,85",TX,Collin County,74333
"48,87",TX,Collingsworth County,28098
"48,89",TX,Colorado County,32528
"48,91",TX,Comal County,48888
"48,93",TX,Comanche County,29726
"48,95",TX,Concho County,28151
"48,97",TX,Cooke County,39744
"48,99",TX,Coryell County,35133
"48,101",TX,Cottle County,26623
"48,103",TX,Crane County,36684
"48,105",TX,Crockett County,33180
"48,107",TX,Crosby County,28124
"48,109",TX,Culberson County,23923
"48,111",TX,Dallam County,29825
"48,113",TX,Dallas County,41256
"48,115",TX,Dawson County,27089
"48,117",TX,Deaf Smith County,29203
"48,119",TX,Delta County,29540
"48,121",TX,Denton County,61460
"48,123",TX,DeWitt County,29421
"48,125",TX,Dickens County,24663
"48,127",TX,Dimmit County,23667
"48,129",TX,Donley County,29049
"48,131",TX,Duval County,25165
"48,133",TX,Eastland County,28174
"48,135",TX,Ector County,33124
"48,137",TX,Edwards County,25991
"48,139",TX,Ellis County,49839
"48,141",TX,El Paso County,31161
"48,143",TX,Erath County,30737
"48,145",TX,Falls County,26944
"48,147",TX,Fannin County,34014
"48,149",TX,Fayette County,38107
"48,151",TX,Fisher County,29325
"48,153",TX,Floyd County,26942
"48,155",TX,Foard County,25329
"48,157",TX,Fort Bend County,64983
"48,159",TX,Franklin County,36997
"48,161",TX,Freestone County,34114
"48,163",TX,Frio County,24340
"48,165",TX,Gaines County,31553
"48,167",TX,Galveston County,44872
"48,169",TX,Garza County,28807
"48,171",TX,Gillespie County,40105
"48,173",TX,Glasscock County,38792
"48,175",TX,Goliad County,36166
"48,177",TX,Gonzales County,28890
"48,179",TX,Gray County,33746
"48,181",TX,Grayson County,37772
"48,183",TX,Gregg County,37076
"48,185",TX,Grimes County,32546
"48,187",TX,Guadalupe County,45609
"48,189",TX,Hale County,31024
"48,191",TX,Hall County,24261
"48,193",TX,Hamilton County,30356
"48,195",TX,Hansford County,35087
"48,197",TX,Hardeman County,28921
"48,199",TX,Hardin County,40465
"48,201",TX,Harris County,42262
"48,203",TX,Harrison County,34521
"48,205",TX,Hartley County,41324
"48,207",TX,Haskell County,25690
"48,209",TX,Hays County,45893
"48,211",TX,Hemphill County,42408
"48,213",TX,Henderson County,32503
"48,215",TX,Hidalgo County,25937
"48,217",TX,Hill County,32411
"48,219",TX,Hockley County,32678
"48,221",TX,Hood County,45951
"48,223",TX,Hopkins County,32286
"48,225",TX,Houston County,28036
"48,227",TX,Howard County,30723
"48,229",TX,Hudspeth County,21938
"48,231",TX,Hunt County,37347
"48,233",TX,Hutchinson County,39643
"48,235",TX,Irion County,36944
"48,237",TX,Jack County,34104
"48,239",TX,Jackson County,34391
"48,241",TX,Jasper County,31275
"48,243",TX,Jeff Davis County,32299
"48,245",TX,Jefferson County,35012
"48,247",TX,Jim Hogg County,28025
"48,249",TX,Jim Wells County,30979
"48,251",TX,Johnson County,45284
"48,253",TX,Jones County,28516
"48,255",TX,Karnes County,26415
"48,257",TX,Kaufman County,46108
"48,259",TX,Kendall County,55237
"48,261",TX,Kenedy County,24248
"48,263",TX,Kent County,33733
"48,265",TX,Kerr County,35939
"48,267",TX,Kimble County,28379
"48,269",TX,King County,35925
"48,271",TX,Kinney County,29927
"48,273",TX,Kleberg County,30395
"48,275",TX,Knox County,26658
"48,277",TX,Lamar County,31732
"48,279",TX,Lamb County,28205
"48,281",TX,Lampasas County,34713
"48,283",TX,La Salle County,23542
"48,285",TX,Lavaca County,32076
"48,287",TX,Lee County,37427
"48,289",TX,Leon County,32761
"48,291",TX,Liberty County,38205
"48,293",TX,Limestone County,30224
"48,295",TX,Lipscomb County,34081
"48,297",TX,Live Oak County,31361
"48,299",TX,Llano County,33814
"48,301",TX,Loving County,38806
"48,303",TX,Lubbock County,33158
"48,305",TX,Lynn County,29408
"48,307",TX,McCulloch County,28362
"48,309",TX,McLennan County,34202
"48,311",TX,McMullen County,34651
"48,313",TX,Madison County,29401
"48,315",TX,Marion County,24467
"48,317",TX,Martin County,33629
"48,319",TX,Mason County,32269
"48,321",TX,Matagorda County,31972
"48,323",TX,Maverick County,23897
"48,325",TX,Medina County,36111
"48,327",TX,Menard County,25782
"48,329",TX,Midland County,40373
"48,331",TX,Milam County,32381
"48,333",TX,Mills County,29352
"48,335",TX,Mitchell County,25700
"48,337",TX,Montague County,32458
"48,339",TX,Montgomery County,53392
"48,341",TX,Moore County,34775
"48,343",TX,Morris County,30701
"48,345",TX,Motley County,27425
"48,347",TX,Nacogdoches County,29223
"48,349",TX,Navarro County,31410
"48,351",TX,Newton County,28289
"48,353",TX,Nolan County,27798
"48,355",TX,Nueces County,35240
"48,357",TX,Ochiltree County,39688
"48,359",TX,Oldham County,33428
"48,361",TX,Orange County,38758
"48,363",TX,Palo Pinto County,32243
"48,365",TX,Panola County,34351
"48,367",TX,Parker County,47406
"48,369",TX,Parmer County,31306
"48,371",TX,Pecos County,28357
"48,373",TX,Polk County,34975
"48,375",TX,Potter County,29811
"48,377",TX,Presidio County,24321
"48,379",TX,Rains County,33384
"48,381",TX,Randall County,45881
"48,383",TX,Reagan County,38929
"48,385",TX,Real County,26969
"48,387",TX,Red River County,26470
"48,389",TX,Reeves County,23646
"48,391",TX,Refugio County,30839
"48,393",TX,Roberts County,44328
"48,395",TX,Robertson County,30672
"48,397",TX,Rockwall County,69168
"48,399",TX,Runnels County,27935
"48,401",TX,Rusk County,33744
"48,403",TX,Sabine County,28525
"48,405",TX,San Augustine County,26749
"48,407",TX,San Jacinto County,31822
"48,409",TX,San Patricio County,36711
"48,411",TX,San Saba County,29700
"48,413",TX,Schleicher County,34063
"48,415",TX,Scurry County,33545
"48,417",TX,Shackelford County,34220
"48,419",TX,Shelby County,28657
"48,421",TX,Sherman County,33819
"48,423",TX,Smith County,38642
"48,425",TX,Somervell County,42260
"48,427",TX,Starr County,19185
"48,429",TX,Stephens County,29399
"48,431",TX,Sterling County,37929
"48,433",TX,Stonewall County,29427
"48,435",TX,Sutton County,41391
"48,437",TX,Swisher County,29153
"48,439",TX,Tarrant County,47805
"48,441",TX,Taylor County,33624
"48,443",TX,Terrell County,26848
"48,445",TX,Terry County,28045
"48,447",TX,Throckmorton County,27982
"48,449",TX,Titus County,31934
"48,451",TX,Tom Green County,34062
"48,453",TX,Travis County,45314
"48,455",TX,Trinity County,28036
"48,457",TX,Tyler County,30226
"48,459",TX,Upshur County,33503
"48,461",TX,Upton County,32685
"48,463",TX,Uvalde County,27665
"48,465",TX,Val Verde County,30472
"48,467",TX,Van Zandt County,35416
"48,469",TX,Victoria County,37173
"48,471",TX,Walker County,30646
"48,473",TX,Waller County,38101
"48,475",TX,Ward County,31550
"48,477",TX,Washington County,37013
"48,479",TX,Webb County,28857
"48,481",TX,Wharton County,33127
"48,483",TX,Wheeler County,34332
"48,485",TX,Wichita County,35403
"48,487",TX,Wilbarger County,30018
"48,489",TX,Willacy County,23528
"48,491",TX,Williamson County,61540
"48,493",TX,Wilson County,42502
"48,495",TX,Winkler County,33680
"48,497",TX,Wise County,44842
"48,499",TX,Wood County,32383
"48,501",TX,Yoakum County,36132
"48,503",TX,Young County,31150
"48,505",TX,Zapata County,25430
"48,507",TX,Zavala County,18622
"49,1",UT,Beaver County,38039
"49,3",UT,Box Elder County,47329
"49,5",UT,Cache County,41802
"49,7",UT,Carbon County,36291
"49,9",UT,Daggett County,34824
"49,11",UT,Davis County,56885
"49,13",UT,Duchesne County,36501
"49,15",UT,Emery County,41293
"49,17",UT,Garfield County,34910
"49,19",UT,Grand County,31699
"49,21",UT,Iron County,35862
"49,23",UT,Juab County,40204
"49,25",UT,Kane County,36117
"49,27",UT,Millard County,38825
"49,29",UT,Morgan County,56684
"49,31",UT,Piute County,29195
"49,33",UT,Rich County,43200
"49,35",UT,Salt Lake County,49076
"49,37",UT,San Juan County,27778
"49,39",UT,Sanpete County,34494
"49,41",UT,Sevier County,37614
"49,43",UT,Summit County,65610
"49,45",UT,Tooele County,51266
"49,47",UT,Uintah County,39140
"49,49",UT,Utah County,46428
"49,51",UT,Wasatch County,51180
"49,53",UT,Washington County,39777
"49,55",UT,Wayne County,32465
"49,57",UT,Weber County,46718
"50,1",VT,Addison County,45369
"50,3",VT,Bennington County,40818
"50,5",VT,Caledonia County,36116
"50,7",VT,Chittenden County,51922
"50,9",VT,Essex County,31286
"50,11",VT,Franklin County,43672
"50,13",VT,Grand Isle County,47096
"50,15",VT,Lamoille County,41574
"50,17",VT,Orange County,42282
"50,19",VT,Orleans County,33772
"50,21",VT,Rutland County,38803
"50,23",VT,Washington County,44072
"50,25",VT,Windham County,40287
"50,27",VT,Windsor County,43008
"51,1",VA,Accomack County,30063
"51,3",VA,Albemarle County,53104
"51,5",VA,Alleghany County,37349
"51,7",VA,Amelia County,42591
"51,9",VA,Amherst County,37549
"51,11",VA,Appomattox County,36939
"51,13",VA,Arlington County,67161
"51,15",VA,Augusta County,45434
"51,17",VA,Bath County,36523
"51,19",VA,Bedford County,47263
"51,21",VA,Bland County,32742
"51,23",VA,Botetourt County,52094
"51,25",VA,Brunswick County,30503
"51,27",VA,Buchanan County,24427
"51,29",VA,Buckingham County,30610
"51,31",VA,Campbell County,38606
"51,33",VA,Caroline County,41640
"51,35",VA,Carroll County,31850
"51,36",VA,Charles City County,43275
"51,37",VA,Charlotte County,30276
"51,41",VA,Chesterfield County,61907
"51,43",VA,Clarke County,53777
"51,45",VA,Craig County,38869
"51,47",VA,Culpeper County,50162
"51,49",VA,Cumberland County,33700
"51,51",VA,Dickenson County,25479
"51,53",VA,Dinwiddie County,42123
"51,57",VA,Essex County,37239
"51,59",VA,Fairfax County,82648
"51,61",VA,Fauquier County,68140
"51,63",VA,Floyd County,35073
"51,65",VA,Fluvanna County,49274
"51,67",VA,Franklin County,39049
"51,69",VA,Frederick County,52722
"51,71",VA,Giles County,35816
"51,73",VA,Gloucester County,47211
"51,75",VA,Goochland County,61142
"51,77",VA,Grayson County,29386
"51,79",VA,Greene County,49974
"51,81",VA,Greensville County,30049
"51,83",VA,Halifax County,30119
"51,85",VA,Hanover County,65423
"51,87",VA,Henrico County,51201
"51,89",VA,Henry County,31360
"51,91",VA,Highland County,31219
"51,93",VA,Isle of Wight County,49437
"51,95",VA,James City County,62326
"51,97",VA,King and Queen County,36367
"51,99",VA,King George County,57322
"51,101",VA,King William County,52899
"51,103",VA,Lancaster County,36077
"51,105",VA,Lee County,25067
"51,107",VA,Loudoun County,90122
"51,109",VA,Louisa County,43127
"51,111",VA,Lunenburg County,28713
"51,113",VA,Madison County,41005
"51,115",VA,Mathews County,44729
"51,117",VA,Mecklenburg County,30881
"51,119",VA,Middlesex County,38636
"51,121",VA,Montgomery County,34603
"51,125",VA,Nelson County,38719
"51,127",VA,New Kent County,58204
"51,131",VA,Northampton County,29526
"51,133",VA,Northumberland County,38036
"51,135",VA,Nottoway County,31021
"51,137",VA,Orange County,46169
"51,139",VA,Page County,34509
"51,141",VA,Patrick County,29958
"51,143",VA,Pittsylvania County,36029
"51,145",VA,Powhatan County,57458
"51,147",VA,Prince Edward County,29573
"51,149",VA,Prince George County,49503
"51,153",VA,Prince William County,72977
"51,155",VA,Pulaski County,35694
"51,157",VA,Rappahannock County,50132
"51,159",VA,Richmond County,33002
"51,161",VA,Roanoke County,50351
"51,163",VA,Rockbridge County,37877
"51,165",VA,Rockingham County,43727
"51,167",VA,Russell County,28943
"51,169",VA,Scott County,30199
"51,171",VA,Shenandoah County,41872
"51,173",VA,Smyth County,31645
"51,175",VA,Southampton County,35349
"51,177",VA,Spotsylvania County,65411
"51,179",VA,Stafford County,75556
"51,181",VA,Surry County,38420
"51,183",VA,Sussex County,30302
"51,185",VA,Tazewell County,29427
"51,187",VA,Warren County,46765
"51,191",VA,Washington County,35833
"51,193",VA,Westmoreland County,36210
"51,195",VA,Wise County,28737
"51,197",VA,Wythe County,33262
"51,199",VA,York County,65397
"51,510",VA,Alexandria city,59344
"51,515",VA,Bedford city,30715
"51,520",VA,Bristol city,29112
"51,530",VA,Buena Vista city,33818
"51,540",VA,Charlottesville city,31363
"51,550",VA,Chesapeake city,54067
"51,570",VA,Colonial Heights city,43765
"51,580",VA,Covington city,31688
"51,590",VA,Danville city,27082
"51,595",VA,Emporia city,29388
"51,600",VA,Fairfax city,67166
"51,610",VA,Falls Church city,79421
"51,620",VA,Franklin city,31910
"51,630",VA,Fredericksburg city,36636
"51,640",VA,Galax city,28381
"51,650",VA,Hampton city,39882
"51,660",VA,Harrisonburg city,31057
"51,670",VA,Hopewell city,32845
"51,678",VA,Lexington city,31139
"51,680",VA,Lynchburg city,31973
"51,683",VA,Manassas city,61387
"51,685",VA,Manassas Park city,62637
"51,690",VA,Martinsville city,27736
"51,700",VA,Newport News city,38406
"51,710",VA,Norfolk city,32026
"51,720",VA,Norton city,27135
"51,730",VA,Petersburg city,28558
"51,735",VA,Poquoson city,67765
"51,740",VA,Portsmouth city,34523
"51,750",VA,Radford city,27040
"51,760",VA,Richmond city,31730
"51,770",VA,Roanoke city,31523
"51,775",VA,Salem city,40439
"51,790",VA,Staunton city,33921
"51,800",VA,Suffolk city,46416
"51,810",VA,Virginia Beach city,50361
"51,820",VA,Waynesboro city,34384
"51,830",VA,Williamsburg city,34623
"51,840",VA,Winchester city,37276
"53,1",WA,Adams County,35241
"53,3",WA,Asotin County,34698
"53,5",WA,Benton County,51753
"53,7",WA,Chelan County,38515
"53,9",WA,Clallam County,38651
"53,11",WA,Clark County,50312
"53,13",WA,Columbia County,35153
"53,15",WA,Cowlitz County,40464
"53,17",WA,Douglas County,39520
"53,19",WA,Ferry County,30606
"53,21",WA,Franklin County,40404
"53,23",WA,Garfield County,33920
"53,25",WA,Grant County,36283
"53,27",WA,Grays Harbor County,35479
"53,29",WA,Island County,45551
"53,31",WA,Jefferson County,40390
"53,33",WA,King County,53541
"53,35",WA,Kitsap County,51127
"53,37",WA,Kittitas County,34993
"53,39",WA,Klickitat County,36082
"53,41",WA,Lewis County,36808
"53,43",WA,Lincoln County,37266
"53,45",WA,Mason County,41312
"53,47",WA,Okanogan County,30396
"53,49",WA,Pacific County,32101
"53,51",WA,Pend Oreille County,34276
"53,53",WA,Pierce County,48205
"53,55",WA,San Juan County,44059
"53,57",WA,Skagit County,44636
"53,59",WA,Skamania County,40338
"53,61",WA,Snohomish County,52907
"53,63",WA,Spokane County,39874
"53,65",WA,Stevens County,36112
"53,67",WA,Thurston County,50808
"53,69",WA,Wahkiakum County,40416
"53,71",WA,Walla Walla County,37456
"53,73",WA,Whatcom County,41971
"53,75",WA,Whitman County,31096
"53,77",WA,Yakima County,34780
"54,1",WV,Barbour County,27607
"54,3",WV,Berkeley County,43330
"54,5",WV,Boone County,28675
"54,7",WV,Braxton County,26790
"54,9",WV,Brooke County,34899
"54,11",WV,Cabell County,30740
"54,13",WV,Calhoun County,23758
"54,15",WV,Clay County,24640
"54,17",WV,Doddridge County,27951
"54,19",WV,Fayette County,26380
"54,21",WV,Gilmer County,24958
"54,23",WV,Grant County,31982
"54,25",WV,Greenbrier County,29704
"54,27",WV,Hampshire County,34881
"54,29",WV,Hancock County,36169
"54,31",WV,Hardy County,33849
"54,33",WV,Harrison County,32471
"54,35",WV,Jackson County,34344
"54,37",WV,Jefferson County,48633
"54,39",WV,Kanawha County,36379
"54,41",WV,Lewis County,29771
"54,43",WV,Lincoln County,26142
"54,45",WV,Logan County,26680
"54,47",WV,McDowell County,18431
"54,49",WV,Marion County,31539
"54,51",WV,Marshall County,32797
"54,53",WV,Mason County,29507
"54,55",WV,Mercer County,28186
"54,57",WV,Mineral County,33936
"54,59",WV,Mingo County,23450
"54,61",WV,Monongalia County,33087
"54,63",WV,Monroe County,29673
"54,65",WV,Morgan County,36837
"54,67",WV,Nicholas County,27903
"54,69",WV,Ohio County,32900
"54,71",WV,Pendleton County,31261
"54,73",WV,Pleasants County,35993
"54,75",WV,Pocahontas County,27567
"54,77",WV,Preston County,31187
"54,79",WV,Putnam County,44987
"54,81",WV,Raleigh County,30777
"54,83",WV,Randolph County,29745
"54,85",WV,Ritchie County,29843
"54,87",WV,Roane County,26647
"54,89",WV,Summers County,23017
"54,91",WV,Taylor County,29714
"54,93",WV,Tucker County,29517
"54,95",WV,Tyler County,31713
"54,97",WV,Upshur County,28910
"54,99",WV,Wayne County,30339
"54,101",WV,Webster County,23086
"54,103",WV,Wetzel County,32435
"54,105",WV,Wirt County,32068
"54,107",WV,Wood County,35060
"54,109",WV,Wyoming County,25571
"55,1",WI,Adams County,35092
"55,3",WI,Ashland County,33515
"55,5",WI,Barron County,38573
"55,7",WI,Bayfield County,35995
"55,9",WI,Brown County,49894
"55,11",WI,Buffalo County,40585
"55,13",WI,Burnett County,36781
"55,15",WI,Calumet County,60423
"55,17",WI,Chippewa County,42308
"55,19",WI,Clark County,36597
"55,21",WI,Columbia County,48540
"55,23",WI,Crawford County,34922
"55,25",WI,Dane County,52322
"55,27",WI,Dodge County,47053
"55,29",WI,Door County,41481
"55,31",WI,Douglas County,37245
"55,33",WI,Dunn County,40559
"55,35",WI,Eau Claire County,40854
"55,37",WI,Florence County,36992
"55,39",WI,Fond du Lac County,47770
"55,41",WI,Forest County,33752
"55,43",WI,Grant County,37814
"55,45",WI,Green County,45793
"55,47",WI,Green Lake County,40870
"55,49",WI,Iowa County,45451
"55,51",WI,Iron County,32056
"55,53",WI,Jackson County,38522
"55,55",WI,Jefferson County,49017
"55,57",WI,Juneau County,36724
"55,59",WI,Kenosha County,48933
"55,61",WI,Kewaunee County,45868
"55,63",WI,La Crosse County,41241
"55,65",WI,Lafayette County,38881
"55,67",WI,Langlade County,35611
"55,69",WI,Lincoln County,41864
"55,71",WI,Manitowoc County,45219
"55,73",WI,Marathon County,48741
"55,75",WI,Marinette County,38108
"55,77",WI,Marquette County,38465
"55,78",WI,Menominee County,28629
"55,79",WI,Milwaukee County,39146
"55,81",WI,Monroe County,40001
"55,83",WI,Oconto County,43581
"55,85",WI,Oneida County,41291
"55,87",WI,Outagamie County,52754
"55,89",WI,Ozaukee County,66869
"55,91",WI,Pepin County,39687
"55,93",WI,Pierce County,52222
"55,95",WI,Polk County,44431
"55,97",WI,Portage County,45825
"55,99",WI,Price County,37640
"55,101",WI,Racine County,49138
"55,103",WI,Richland County,37575
"55,105",WI,Rock County,45859
"55,107",WI,Rusk County,33190
"55,109",WI,St. Croix County,60971
"55,111",WI,Sauk County,44565
"55,113",WI,Sawyer County,34646
"55,115",WI,Shawano County,39541
"55,117",WI,Sheboygan County,49332
"55,119",WI,Taylor County,39862
"55,121",WI,Trempealeau County,39845
"55,123",WI,Vernon County,35141
"55,125",WI,Vilas County,35627
"55,127",WI,Walworth County,46904
"55,129",WI,Washburn County,35469
"55,131",WI,Washington County,60798
"55,133",WI,Waukesha County,67423
"55,135",WI,Waupaca County,43167
"55,137",WI,Waushara County,37859
"55,139",WI,Winnebago County,47057
"55,141",WI,Wood County,44637
"56,1",WY,Albany County,33882
"56,3",WY,Big Horn County,35659
"56,5",WY,Campbell County,57869
"56,7",WY,Carbon County,39759
"56,9",WY,Converse County,44870
"56,11",WY,Crook County,41568
"56,13",WY,Fremont County,35144
"56,15",WY,Goshen County,33336
"56,17",WY,Hot Springs County,32292
"56,19",WY,Johnson County,39508
"56,21",WY,Laramie County,44283
"56,23",WY,Lincoln County,47088
"56,25",WY,Natrona County,40947
"56,27",WY,Niobrara County,32595
"56,29",WY,Park County,38818
"56,31",WY,Platte County,37128
"56,33",WY,Sheridan County,38385
"56,35",WY,Sublette County,49456
"56,37",WY,Sweetwater County,52541
"56,39",WY,Teton County,57485
"56,41",WY,Uinta County,48658
"56,43",WY,Washakie County,40357
"56,45",WY,Weston County,39383
